9.8e+06	-467636	1.17914e+06	-5.2578e+09	-1.0746e+11	1.39084e+11	-5.55214e+10	1.95788e+11	1.15756e+11
9.9e+06	-456050	1.18752e+06	-8.76607e+09	-1.07231e+11	1.37955e+11	-5.82758e+10	1.96997e+11	1.13667e+11
1e+07	-444316	1.19555e+06	-1.2265e+10	-1.06888e+11	1.36771e+11	-6.10071e+10	1.98184e+11	1.11566e+11
1.01e+07	-432444	1.20324e+06	-1.57509e+10	-1.06431e+11	1.35534e+11	-6.37143e+10	1.99349e+11	1.09452e+11
1.02e+07	-420446	1.21058e+06	-1.92199e+10	-1.05861e+11	1.34242e+11	-6.63964e+10	2.00491e+11	1.07326e+11
1.03e+07	-408331	1.21757e+06	-2.26685e+10	-1.05178e+11	1.32898e+11	-6.90522e+10	2.0161e+11	1.05188e+11
1.04e+07	-396110	1.22421e+06	-2.60929e+10	-1.04382e+11	1.31502e+11	-7.16807e+10	2.02707e+11	1.03038e+11
1.05e+07	-383794	1.23049e+06	-2.94896e+10	-1.03476e+11	1.30053e+11	-7.42809e+10	2.03781e+11	1.00876e+11
1.06e+07	-371393	1.23642e+06	-3.28548e+10	-1.02459e+11	1.28553e+11	-7.68517e+10	2.04832e+11	9.87026e+10
1.07e+07	-358918	1.242e+06	-3.6185e+10	-1.01333e+11	1.27002e+11	-7.93922e+10	2.0586e+11	9.65183e+10
1.08e+07	-346379	1.24721e+06	-3.94766e+10	-1.00099e+11	1.25401e+11	-8.19013e+10	2.06864e+11	9.43231e+10
1.09e+07	-333786	1.25208e+06	-4.27262e+10	-9.87583e+10	1.2375e+11	-8.43781e+10	2.07845e+11	9.21172e+10
1.1e+07	-321151	1.25659e+06	-4.59303e+10	-9.73124e+10	1.22051e+11	-8.68215e+10	2.08803e+11	8.99009e+10
1.11e+07	-308483	1.26075e+06	-4.90854e+10	-9.57629e+10	1.20303e+11	-8.92306e+10	2.09737e+11	8.76745e+10
1.12e+07	-295793	1.26455e+06	-5.21883e+10	-9.41114e+10	1.18508e+11	-9.16045e+10	2.10648e+11	8.54381e+10
1.13e+07	-283091	1.26801e+06	-5.52355e+10	-9.23597e+10	1.16666e+11	-9.39422e+10	2.11534e+11	8.31921e+10
1.14e+07	-270386	1.27111e+06	-5.8224e+10	-9.05096e+10	1.14778e+11	-9.62428e+10	2.12397e+11	8.09367e+10
1.15e+07	-257690	1.27387e+06	-6.11504e+10	-8.85631e+10	1.12844e+11	-9.85054e+10	2.13235e+11	7.86721e+10
1.16e+07	-245011	1.27628e+06	-6.40118e+10	-8.65223e+10	1.10866e+11	-1.00729e+11	2.1405e+11	7.63987e+10
1.17e+07	-232359	1.27835e+06	-6.6805e+10	-8.43894e+10	1.08845e+11	-1.02913e+11	2.1484e+11	7.41166e+10
1.18e+07	-219745	1.28009e+06	-6.9527e+10	-8.21667e+10	1.0678e+11	-1.05056e+11	2.15606e+11	7.18261e+10
1.19e+07	-207178	1.28148e+06	-7.21751e+10	-7.98565e+10	1.04673e+11	-1.07158e+11	2.16348e+11	6.95275e+10
1.2e+07	-194666	1.28255e+06	-7.47464e+10	-7.74613e+10	1.02525e+11	-1.09217e+11	2.17065e+11	6.7221e+10
1.21e+07	-182220	1.28328e+06	-7.72381e+10	-7.49837e+10	1.00336e+11	-1.11234e+11	2.17758e+11	6.4907e+10
1.22e+07	-169848	1.28369e+06	-7.96476e+10	-7.24263e+10	9.81074e+10	-1.13206e+11	2.18426e+11	6.25855e+10
1.23e+07	-157558	1.28378e+06	-8.19724e+10	-6.97918e+10	9.58403e+10	-1.15134e+11	2.19069e+11	6.02571e+10
1.24e+07	-145361	1.28355e+06	-8.421e+10	-6.70831e+10	9.35354e+10	-1.17016e+11	2.19688e+11	5.79217e+10
1.25e+07	-133264	1.28302e+06	-8.63581e+10	-6.43031e+10	9.11935e+10	-1.18852e+11	2.20281e+11	5.55799e+10
1.26e+07	-121276	1.28217e+06	-8.84143e+10	-6.14547e+10	8.88156e+10	-1.20641e+11	2.2085e+11	5.32317e+10
1.27e+07	-109404	1.28103e+06	-9.03765e+10	-5.85409e+10	8.64026e+10	-1.22383e+11	2.21394e+11	5.08775e+10
1.28e+07	-97656.9	1.27959e+06	-9.22426e+10	-5.55649e+10	8.39555e+10	-1.24076e+11	2.21912e+11	4.85176e+10
1.29e+07	-86042.2	1.27786e+06	-9.40107e+10	-5.25298e+10	8.14753e+10	-1.2572e+11	2.22406e+11	4.61521e+10
1.3e+07	-74567.2	1.27584e+06	-9.56788e+10	-4.94389e+10	7.89629e+10	-1.27314e+11	2.22874e+11	4.37814e+10
1.31e+07	-63239.3	1.27355e+06	-9.72453e+10	-4.62955e+10	7.64194e+10	-1.28859e+11	2.23317e+11	4.14058e+10
1.32e+07	-52065.6	1.27099e+06	-9.87085e+10	-4.31029e+10	7.38456e+10	-1.30352e+11	2.23735e+11	3.90255e+10
1.33e+07	-41052.7	1.26816e+06	-1.00067e+11	-3.98645e+10	7.12428e+10	-1.31794e+11	2.24127e+11	3.66407e+10
1.34e+07	-30207.2	1.26507e+06	-1.01319e+11	-3.65837e+10	6.86118e+10	-1.33184e+11	2.24494e+11	3.42518e+10
1.35e+07	-19535.6	1.26173e+06	-1.02463e+11	-3.32641e+10	6.59537e+10	-1.34521e+11	2.24836e+11	3.1859e+10
1.36e+07	-9043.74	1.25815e+06	-1.03499e+11	-2.99092e+10	6.32696e+10	-1.35805e+11	2.25152e+11	2.94626e+10
1.37e+07	1262.44	1.25433e+06	-1.04425e+11	-2.65226e+10	6.05605e+10	-1.37036e+11	2.25442e+11	2.70629e+10
1.38e+07	11377.4	1.25028e+06	-1.0524e+11	-2.31077e+10	5.78275e+10	-1.38213e+11	2.25707e+11	2.46601e+10
1.39e+07	21295.9	1.246e+06	-1.05943e+11	-1.96684e+10	5.50717e+10	-1.39335e+11	2.25946e+11	2.22545e+10
1.4e+07	31012.8	1.24151e+06	-1.06534e+11	-1.62082e+10	5.22941e+10	-1.40402e+11	2.2616e+11	1.98464e+10
1.41e+07	40523.4	1.23682e+06	-1.07012e+11	-1.27308e+10	4.94959e+10	-1.41413e+11	2.26348e+11	1.7436e+10
